ad_id,account_id,timestamp,vertical,domain_age_days,daily_spend_usd,click_through_rate,user_report_count,ai_generated_flag,ai_label_compliant,ip_subnet,destination_tld,policy_violation_category
AD-BENIGN-0011817,ACC-147537,2026-08-28 09:23:00,Local Services,228,76.02,0.0236,0,1,1,192.168.153,.io,None
AD-BENIGN-0008999,ACC-962960,2026-07-24 14:28:00,SaaS,248,137.43,0.0466,1,0,1,192.168.47,.io,None
AD-BENIGN-0059020,ACC-703104,2026-07-21 00:59:00,E-Commerce,249,8.53,0.0243,0,0,1,192.168.141,.com,None
AD-BENIGN-0060112,ACC-545890,2026-08-03 10:30:00,Travel,596,21.66,0.0466,0,0,1,192.168.59,.com,None
AD-BENIGN-0051702,ACC-397413,2026-07-25 21:07:00,SaaS,352,14.16,0.0857,0,0,1,192.168.234,.io,None
AD-BENIGN-0021699,ACC-764932,2026-08-31 10:14:00,SaaS,309,57.45,0.1038,0,1,1,192.168.234,.co,None
AD-BENIGN-0080163,ACC-881528,2026-08-14 11:15:00,E-Commerce,1325,19.57,0.0412,0,0,1,192.168.65,.com,None
AD-BENIGN-0014816,ACC-196150,2026-07-09 00:31:00,SaaS,64,163.88,0.0259,0,0,0,192.168.241,.net,None
AD-BENIGN-0055479,ACC-891834,2026-07-24 21:11:00,E-Commerce,519,26.1,0.0234,0,0,1,192.168.203,.org,None
AD-BENIGN-0003959,ACC-248948,2026-09-07 00:31:00,Education,69,152.05,0.0346,0,1,1,192.168.185,.org,None
AD-BENIGN-0026021,ACC-543045,2026-07-19 18:52:00,Travel,91,55.74,0.0233,0,0,1,192.168.71,.io,None
AD-BENIGN-0020056,ACC-995942,2026-07-14 23:51:00,Education,95,34.91,0.0546,0,1,1,192.168.146,.org,None
AD-BENIGN-0085274,ACC-357086,2026-07-08 06:25:00,Travel,194,50.93,0.0314,0,1,1,192.168.15,.com,None
AD-BENIGN-0049446,ACC-261437,2026-08-05 09:00:00,Local Services,38,7.91,0.0176,0,0,1,192.168.147,.com,None
AD-BENIGN-0004211,ACC-857922,2026-07-20 14:58:00,SaaS,204,28.25,0.027,0,1,1,192.168.212,.com,None
AD-BENIGN-0025292,ACC-418528,2026-08-18 02:16:00,Travel,170,14.91,0.0145,0,0,1,192.168.9,.org,None
AD-BENIGN-0078187,ACC-215796,2026-09-06 02:55:00,E-Commerce,159,59.98,0.0778,1,0,1,192.168.23,.net,None
AD-BENIGN-0067995,ACC-497579,2026-08-04 17:24:00,Local Services,341,96.2,0.0124,0,1,1,192.168.232,.co,None
AD-BENIGN-0090975,ACC-884912,2026-08-08 21:26:00,Travel,196,8.69,0.1004,0,0,0,192.168.94,.co,None
AD-BENIGN-0053941,ACC-403955,2026-07-13 00:12:00,Travel,261,49.02,0.0302,0,0,1,192.168.146,.net,None
AD-BENIGN-0036222,ACC-163157,2026-07-12 11:22:00,SaaS,135,67.46,0.0879,0,1,1,192.168.199,.com,None
AD-BENIGN-0048845,ACC-160206,2026-08-16 04:08:00,Education,118,11.16,0.0642,0,0,1,192.168.63,.com,None
AD-BENIGN-0004043,ACC-903645,2026-08-22 09:06:00,SaaS,572,62.61,0.0689,0,1,1,192.168.183,.io,None
AD-BENIGN-0077632,ACC-782580,2026-09-07 01:25:00,Travel,675,311.73,0.0217,0,0,1,192.168.142,.com,None
AD-BENIGN-0085133,ACC-900319,2026-08-13 10:58:00,SaaS,166,19.99,0.0364,0,0,1,192.168.88,.co,None
AD-BENIGN-0056644,ACC-372120,2026-07-08 17:55:00,Education,378,209.31,0.0223,0,0,1,192.168.248,.net,None
AD-BENIGN-0079223,ACC-325863,2026-09-04 13:58:00,E-Commerce,397,82.85,0.0719,0,0,1,192.168.4,.com,None
AD-BENIGN-0073112,ACC-878224,2026-07-12 00:25:00,E-Commerce,78,27.31,0.0113,0,0,1,192.168.81,.co,None
AD-BENIGN-0025321,ACC-627616,2026-08-05 21:58:00,Education,103,34.71,0.0901,0,1,1,192.168.219,.co,None
AD-BENIGN-0010285,ACC-612452,2026-07-29 01:31:00,E-Commerce,501,24.32,0.0356,0,0,1,192.168.31,.org,None
AD-BENIGN-0059840,ACC-719789,2026-08-11 15:19:00,Travel,81,12.15,0.0551,0,0,1,192.168.219,.com,None
AD-BENIGN-0097357,ACC-290217,2026-08-04 23:35:00,E-Commerce,68,9.3,0.0778,0,0,1,192.168.32,.com,None
AD-BENIGN-0026772,ACC-466726,2026-08-21 12:21:00,Education,136,14.99,0.1278,0,0,1,192.168.53,.org,None
AD-BENIGN-0044583,ACC-287382,2026-07-09 19:09:00,E-Commerce,37,7.64,0.0374,0,0,1,192.168.171,.com,None
AD-BENIGN-0086072,ACC-939949,2026-07-23 02:16:00,E-Commerce,213,164.51,0.0965,0,0,1,192.168.161,.io,None
AD-BENIGN-0024281,ACC-697787,2026-08-07 07:21:00,E-Commerce,281,38.5,0.0368,0,1,1,192.168.152,.com,None
AD-BENIGN-0037513,ACC-181861,2026-07-09 16:41:00,E-Commerce,103,21.58,0.0305,0,0,1,192.168.134,.net,None
AD-BENIGN-0004600,ACC-754035,2026-09-06 18:10:00,Local Services,89,28.95,0.0406,0,0,1,192.168.176,.net,None
AD-BENIGN-0056791,ACC-480292,2026-08-05 08:19:00,Travel,130,32.61,0.0635,1,1,1,192.168.102,.com,None
AD-BENIGN-0041427,ACC-424455,2026-09-02 13:05:00,Local Services,145,14.22,0.0369,0,0,1,192.168.80,.net,None
AD-BENIGN-0015428,ACC-873093,2026-07-25 11:47:00,Travel,770,19.32,0.0067,0,1,1,192.168.137,.io,None
AD-BENIGN-0081997,ACC-518560,2026-07-14 22:14:00,E-Commerce,40,10.63,0.0146,1,1,1,192.168.173,.co,None
AD-BENIGN-0066627,ACC-525783,2026-08-13 03:33:00,E-Commerce,343,39.14,0.0128,0,1,1,192.168.127,.net,None
AD-BENIGN-0050607,ACC-576307,2026-08-01 04:38:00,Education,1265,101.75,0.0654,0,0,1,192.168.131,.io,None
AD-BENIGN-0004349,ACC-655767,2026-09-06 06:06:00,Local Services,632,38.53,0.0579,0,0,1,192.168.4,.net,None
AD-BENIGN-0007598,ACC-787196,2026-07-22 16:18:00,Travel,486,54.13,0.0073,0,0,1,192.168.90,.org,None
AD-BENIGN-0030058,ACC-643282,2026-07-30 21:58:00,E-Commerce,282,47.9,0.0527,1,0,1,192.168.68,.net,None
AD-BENIGN-0049468,ACC-885355,2026-07-23 09:54:00,E-Commerce,208,18.78,0.056,0,1,1,192.168.169,.net,None
AD-BENIGN-0010072,ACC-984113,2026-08-28 08:07:00,SaaS,810,3.9,0.0766,0,0,1,192.168.253,.co,None
AD-FRAUD-0000953,ACC-GHOST-888,2026-08-26 05:23:00,Financial Services,5,1238.14,0.1738,4,1,0,10.104.14,.site,Misrepresentation: Financial Scam
AD-BENIGN-0089578,ACC-941530,2026-07-13 22:34:00,Local Services,358,44.01,0.0779,0,0,0,192.168.150,.net,None
AD-BENIGN-0004070,ACC-447865,2026-07-04 04:41:00,Local Services,152,128.26,0.1065,0,0,1,192.168.169,.net,None
AD-BENIGN-0091772,ACC-905441,2026-07-18 13:56:00,Travel,119,255.98,0.0926,0,0,1,192.168.144,.com,None
AD-BENIGN-0016006,ACC-811061,2026-08-09 00:48:00,Travel,170,26.25,0.0269,0,0,1,192.168.158,.com,None
AD-BENIGN-0025329,ACC-816981,2026-08-21 00:10:00,E-Commerce,221,61.86,0.0086,0,0,1,192.168.79,.com,None
AD-BENIGN-0055592,ACC-483795,2026-07-19 19:25:00,Education,110,62.51,0.0761,0,0,1,192.168.190,.io,None
AD-BENIGN-0060564,ACC-650720,2026-07-26 13:14:00,Education,52,32.74,0.0188,0,1,1,192.168.49,.net,None
AD-BENIGN-0021222,ACC-600272,2026-09-04 03:45:00,Education,614,24.18,0.0613,0,0,1,192.168.23,.io,None
AD-BENIGN-0081809,ACC-424616,2026-09-05 15:38:00,Travel,117,17.19,0.0448,0,1,1,192.168.247,.io,None
AD-BENIGN-0001991,ACC-661329,2026-07-25 22:51:00,E-Commerce,197,47.51,0.024,1,0,0,192.168.99,.net,None
AD-BENIGN-0039745,ACC-550860,2026-08-04 18:56:00,Education,376,26.5,0.1213,0,0,1,192.168.144,.net,None
AD-BENIGN-0050448,ACC-743828,2026-08-19 02:42:00,Education,136,27.19,0.0561,0,0,1,192.168.42,.net,None
AD-BENIGN-0048914,ACC-118296,2026-07-30 03:40:00,Education,116,89.16,0.0772,0,1,1,192.168.110,.net,None
AD-BENIGN-0012313,ACC-984641,2026-09-03 03:48:00,SaaS,1264,12.49,0.0869,0,0,1,192.168.109,.io,None
AD-BENIGN-0030107,ACC-129765,2026-07-11 12:52:00,SaaS,403,44.87,0.0254,0,0,1,192.168.232,.co,None
AD-BENIGN-0064941,ACC-207297,2026-08-25 01:56:00,E-Commerce,533,43.81,0.0683,0,0,1,192.168.74,.io,None
AD-BENIGN-0071500,ACC-615247,2026-07-23 19:31:00,Education,85,48.6,0.031,0,0,1,192.168.52,.com,None
AD-BENIGN-0069533,ACC-835763,2026-08-15 03:40:00,Education,381,11.7,0.0476,0,1,1,192.168.175,.com,None
AD-FRAUD-0001099,ACC-GHOST-391,2026-08-15 07:25:00,Financial Services,4,2805.04,0.3065,7,1,0,10.104.14,.live,Unlabeled AI Creative
AD-BENIGN-0015695,ACC-919411,2026-07-07 23:05:00,SaaS,317,128.87,0.0418,0,1,1,192.168.145,.co,None
AD-FRAUD-0002084,ACC-GHOST-912,2026-08-05 03:48:00,Financial Services,5,4093.27,0.2565,0,1,0,10.104.14,.xyz,Misrepresentation: Financial Scam
AD-BENIGN-0060533,ACC-579834,2026-08-03 14:21:00,E-Commerce,226,95.16,0.0331,0,1,1,192.168.145,.com,None
AD-BENIGN-0049633,ACC-979925,2026-08-08 07:16:00,E-Commerce,93,49.9,0.0255,0,0,1,192.168.197,.co,None
AD-BENIGN-0023675,ACC-607994,2026-09-05 21:38:00,SaaS,517,9.27,0.0367,0,1,1,192.168.145,.com,None
AD-BENIGN-0079704,ACC-726914,2026-08-31 22:45:00,Travel,1019,227.34,0.0509,0,0,1,192.168.130,.org,None
AD-BENIGN-0017073,ACC-317432,2026-08-05 18:08:00,SaaS,156,330.86,0.0452,0,0,1,192.168.129,.io,None
AD-BENIGN-0069972,ACC-780383,2026-09-07 21:23:00,Travel,1006,170.15,0.0632,0,1,1,192.168.31,.io,None
AD-BENIGN-0036098,ACC-963061,2026-08-12 23:28:00,Education,1424,24.22,0.0149,0,0,1,192.168.59,.net,None
AD-BENIGN-0010971,ACC-582788,2026-07-26 00:53:00,Travel,208,205.43,0.0341,0,0,1,192.168.52,.co,None
AD-BENIGN-0003308,ACC-115526,2026-07-24 07:05:00,Education,39,83.25,0.0268,0,1,1,192.168.101,.co,None
AD-BENIGN-0026695,ACC-360633,2026-07-08 00:33:00,Education,781,28.76,0.0632,0,0,0,192.168.132,.org,None
AD-BENIGN-0058135,ACC-789069,2026-08-13 07:43:00,Travel,119,63.61,0.1135,0,0,1,192.168.210,.org,None
AD-BENIGN-0081089,ACC-549805,2026-08-05 14:06:00,Local Services,467,17.19,0.0235,0,0,1,192.168.73,.co,None
AD-BENIGN-0009298,ACC-367428,2026-08-13 10:04:00,Local Services,61,48.44,0.0181,0,1,1,192.168.240,.org,None
AD-BENIGN-0019091,ACC-861493,2026-07-27 23:41:00,Education,123,17.2,0.0574,0,0,1,192.168.131,.net,None
AD-BENIGN-0078786,ACC-846482,2026-08-19 18:13:00,Education,87,33.74,0.027,0,0,1,192.168.188,.com,None
AD-FRAUD-0002407,ACC-GHOST-780,2026-09-06 00:16:00,Financial Services,5,4201.11,0.1386,4,1,0,10.104.13,.click,Misrepresentation: Financial Scam
AD-BENIGN-0090642,ACC-614976,2026-08-01 01:08:00,Education,243,8.09,0.059,0,0,0,192.168.87,.com,None
AD-BENIGN-0086578,ACC-944217,2026-08-18 09:28:00,Travel,1031,35.35,0.0209,0,1,1,192.168.186,.co,None
AD-BENIGN-0055260,ACC-105099,2026-08-09 22:49:00,Education,183,50.54,0.0062,0,0,1,192.168.185,.net,None
AD-BENIGN-0013041,ACC-272992,2026-08-30 04:33:00,Travel,55,6.92,0.0421,0,0,1,192.168.33,.io,None
AD-BENIGN-0087066,ACC-525328,2026-07-26 09:12:00,Travel,199,37.05,0.0083,0,0,1,192.168.2,.io,None
AD-BENIGN-0040428,ACC-605573,2026-09-06 14:26:00,Education,496,35.3,0.1314,0,0,1,192.168.140,.co,None
AD-BENIGN-0000324,ACC-715995,2026-08-22 02:16:00,E-Commerce,616,70.61,0.0218,0,0,1,192.168.237,.org,None
AD-BENIGN-0025909,ACC-178805,2026-09-08 09:20:00,SaaS,203,11.16,0.0507,0,0,1,192.168.24,.co,None
AD-BENIGN-0067071,ACC-332692,2026-07-01 03:08:00,Education,1062,7.99,0.0354,0,0,1,192.168.105,.net,None
AD-BENIGN-0048044,ACC-234212,2026-08-05 19:58:00,E-Commerce,482,18.87,0.0132,0,1,1,192.168.22,.com,None
AD-BENIGN-0072005,ACC-355858,2026-07-26 13:40:00,E-Commerce,202,17.77,0.1124,0,0,1,192.168.109,.co,None
AD-FRAUD-0001164,ACC-GHOST-671,2026-08-22 13:56:00,Financial Services,5,2403.36,0.2932,6,1,0,10.104.12,.site,Unlabeled AI Creative
AD-BENIGN-0008293,ACC-598325,2026-09-02 04:06:00,Travel,90,51.54,0.01,0,1,0,192.168.127,.io,None
AD-BENIGN-0075606,ACC-825665,2026-07-04 11:25:00,Travel,467,54.09,0.0093,0,1,1,192.168.202,.co,None
AD-BENIGN-0061329,ACC-758769,2026-08-23 23:29:00,Local Services,323,430.93,0.0717,0,0,1,192.168.1,.org,None
AD-BENIGN-0093485,ACC-203155,2026-07-02 16:07:00,Education,351,57.05,0.0273,0,1,1,192.168.135,.com,None
AD-BENIGN-0039843,ACC-444234,2026-07-12 06:31:00,SaaS,245,64.47,0.094,0,0,1,192.168.109,.io,None
AD-BENIGN-0033394,ACC-792154,2026-08-19 19:56:00,SaaS,35,39.71,0.0341,0,0,0,192.168.72,.net,None
AD-BENIGN-0054325,ACC-194561,2026-08-09 13:56:00,E-Commerce,533,52.73,0.0244,0,0,1,192.168.209,.net,None
AD-BENIGN-0030055,ACC-954105,2026-08-17 12:40:00,Travel,201,88.42,0.0292,0,0,1,192.168.213,.net,None
AD-BENIGN-0060742,ACC-783796,2026-07-05 12:57:00,E-Commerce,480,15.9,0.0352,0,0,1,192.168.248,.com,None
AD-BENIGN-0037091,ACC-681826,2026-08-06 12:31:00,Local Services,51,191.43,0.011,0,0,1,192.168.248,.org,None
AD-BENIGN-0093885,ACC-348478,2026-07-18 16:03:00,E-Commerce,213,29.55,0.0257,0,1,1,192.168.238,.net,None
AD-BENIGN-0014561,ACC-886795,2026-09-06 01:32:00,SaaS,145,11.6,0.1125,0,0,1,192.168.36,.io,None
AD-BENIGN-0016022,ACC-910146,2026-08-22 14:40:00,Local Services,272,53.01,0.1021,0,0,1,192.168.114,.org,None
AD-BENIGN-0033590,ACC-207275,2026-08-25 14:33:00,SaaS,249,77.38,0.0784,0,1,1,192.168.161,.net,None
AD-BENIGN-0068582,ACC-342268,2026-07-30 15:10:00,Travel,142,22.27,0.0371,0,0,1,192.168.62,.net,None
AD-BENIGN-0028448,ACC-886789,2026-07-14 02:12:00,Local Services,158,142.86,0.0652,1,0,1,192.168.112,.io,None
AD-BENIGN-0071146,ACC-786585,2026-07-10 03:41:00,SaaS,37,38.65,0.0478,0,0,1,192.168.228,.org,None
AD-BENIGN-0052333,ACC-677125,2026-07-22 05:53:00,E-Commerce,1030,43.84,0.1786,0,0,1,192.168.92,.co,None
AD-BENIGN-0039094,ACC-978339,2026-08-31 04:35:00,E-Commerce,133,29.3,0.0351,0,1,1,192.168.195,.co,None
AD-BENIGN-0030183,ACC-666346,2026-07-21 20:35:00,E-Commerce,89,8.99,0.0865,0,0,0,192.168.147,.co,None
AD-BENIGN-0029936,ACC-581975,2026-07-23 03:39:00,E-Commerce,777,40.15,0.0399,0,0,1,192.168.19,.co,None
AD-BENIGN-0056704,ACC-155213,2026-07-14 06:18:00,SaaS,320,99.02,0.0309,0,1,1,192.168.29,.co,None
AD-BENIGN-0088238,ACC-411703,2026-09-06 23:47:00,Education,1366,18.18,0.1533,0,1,1,192.168.144,.org,None
AD-FRAUD-0000892,ACC-GHOST-589,2026-08-08 06:14:00,Financial Services,4,1181.48,0.3179,7,1,0,10.104.14,.top,Misrepresentation: Financial Scam
AD-BENIGN-0065848,ACC-679674,2026-08-09 22:20:00,Local Services,355,38.37,0.0805,0,0,1,192.168.140,.org,None
AD-BENIGN-0013961,ACC-441873,2026-08-28 18:16:00,Travel,250,8.36,0.083,0,0,1,192.168.186,.com,None
AD-BENIGN-0044015,ACC-920824,2026-08-25 12:55:00,Local Services,709,36.79,0.0489,0,0,1,192.168.107,.org,None
AD-BENIGN-0065445,ACC-745183,2026-07-31 19:20:00,SaaS,272,81.27,0.1021,0,0,1,192.168.156,.co,None
AD-BENIGN-0038973,ACC-704472,2026-09-01 22:59:00,E-Commerce,172,10.43,0.0158,0,0,0,192.168.119,.co,None
AD-BENIGN-0076497,ACC-137180,2026-07-23 20:51:00,E-Commerce,528,7.79,0.129,0,0,1,192.168.215,.com,None
AD-BENIGN-0018213,ACC-491531,2026-07-02 22:14:00,Local Services,833,22.69,0.0193,0,1,1,192.168.24,.net,None
AD-BENIGN-0010900,ACC-318251,2026-08-10 15:38:00,Travel,645,11.32,0.0926,0,1,1,192.168.43,.com,None
AD-BENIGN-0035012,ACC-738796,2026-08-09 20:46:00,E-Commerce,1419,17.48,0.0547,0,0,1,192.168.87,.com,None
AD-BENIGN-0051656,ACC-380736,2026-08-23 19:32:00,Travel,41,45.13,0.0479,0,0,1,192.168.135,.org,None
AD-BENIGN-0030937,ACC-349346,2026-07-22 13:20:00,E-Commerce,178,68.19,0.0329,0,0,1,192.168.219,.com,None
AD-BENIGN-0062730,ACC-245551,2026-07-15 13:57:00,Local Services,75,4.41,0.0612,0,0,1,192.168.162,.net,None
AD-BENIGN-0016664,ACC-516161,2026-07-08 20:09:00,SaaS,422,15.29,0.0955,0,0,1,192.168.88,.net,None
AD-BENIGN-0070539,ACC-768756,2026-08-02 04:46:00,Education,429,37.69,0.0332,0,1,1,192.168.106,.io,None
AD-BENIGN-0080561,ACC-760698,2026-09-02 14:32:00,Travel,785,6.09,0.1898,0,1,1,192.168.87,.com,None
AD-BENIGN-0034291,ACC-647297,2026-08-16 03:33:00,SaaS,685,51.3,0.0207,0,1,1,192.168.200,.com,None
AD-BENIGN-0095222,ACC-394071,2026-07-02 21:35:00,E-Commerce,134,24.42,0.0296,0,1,1,192.168.36,.io,None
AD-BENIGN-0018056,ACC-810298,2026-08-04 10:01:00,Travel,61,38.28,0.0786,0,0,1,192.168.20,.org,None
AD-BENIGN-0045257,ACC-512664,2026-09-03 10:38:00,SaaS,776,105.41,0.0402,0,0,1,192.168.139,.io,None
AD-BENIGN-0052587,ACC-261287,2026-08-11 13:02:00,Local Services,691,79.67,0.0747,0,0,1,192.168.203,.org,None
AD-BENIGN-0049787,ACC-331440,2026-08-22 20:48:00,Local Services,105,19.44,0.0282,0,0,1,192.168.141,.com,None
AD-BENIGN-0035300,ACC-123529,2026-08-07 17:06:00,Education,107,57.89,0.0082,0,0,1,192.168.110,.co,None
AD-BENIGN-0074903,ACC-751480,2026-08-26 09:43:00,E-Commerce,67,36.01,0.0087,0,0,1,192.168.240,.io,None
AD-BENIGN-0025194,ACC-246929,2026-07-14 14:19:00,SaaS,49,15.79,0.0307,0,0,1,192.168.211,.io,None
AD-FRAUD-0001767,ACC-GHOST-508,2026-08-14 05:20:00,Financial Services,1,4178.3,0.2725,4,1,0,10.104.12,.live,Misrepresentation: Financial Scam
AD-BENIGN-0020726,ACC-697397,2026-07-21 03:00:00,Travel,66,13.22,0.0613,0,0,1,192.168.203,.org,None
AD-BENIGN-0053412,ACC-578051,2026-07-26 19:21:00,Travel,27,125.15,0.1323,0,0,1,192.168.5,.com,None
AD-BENIGN-0067717,ACC-501228,2026-08-16 09:09:00,SaaS,69,30.37,0.0164,1,0,1,192.168.206,.org,None
AD-BENIGN-0033730,ACC-864992,2026-08-05 22:47:00,SaaS,947,13.29,0.0699,0,0,1,192.168.44,.io,None
AD-BENIGN-0075802,ACC-716864,2026-07-08 18:09:00,Local Services,345,33.87,0.0198,0,0,1,192.168.185,.net,None
AD-BENIGN-0009290,ACC-241460,2026-09-03 12:18:00,Local Services,235,11.95,0.0126,0,0,1,192.168.74,.net,None
AD-BENIGN-0047872,ACC-758150,2026-08-29 08:46:00,Education,185,16.4,0.0469,0,0,1,192.168.102,.io,None
AD-BENIGN-0005287,ACC-843035,2026-08-04 22:35:00,SaaS,490,13.49,0.0246,0,1,1,192.168.247,.net,None
AD-BENIGN-0044730,ACC-214115,2026-08-22 17:39:00,Travel,223,83.31,0.078,0,0,1,192.168.242,.org,None
AD-BENIGN-0085204,ACC-740032,2026-08-23 02:27:00,SaaS,1266,48.16,0.0981,0,0,1,192.168.146,.com,None
AD-BENIGN-0076816,ACC-955298,2026-07-12 22:48:00,SaaS,478,61.28,0.0095,0,0,1,192.168.24,.io,None
AD-BENIGN-0023105,ACC-513551,2026-08-27 12:14:00,Travel,62,116.93,0.0379,0,0,1,192.168.153,.com,None
AD-BENIGN-0075970,ACC-495251,2026-08-03 03:57:00,Education,35,37.52,0.1075,0,1,1,192.168.2,.com,None
AD-BENIGN-0085512,ACC-275427,2026-09-03 22:45:00,E-Commerce,1034,6.68,0.0401,0,0,1,192.168.143,.com,None
AD-BENIGN-0068498,ACC-563711,2026-09-04 04:55:00,Travel,155,14.52,0.0072,0,0,1,192.168.32,.net,None
AD-BENIGN-0087329,ACC-624215,2026-08-19 17:36:00,Travel,162,13.09,0.1022,0,1,1,192.168.180,.net,None
AD-BENIGN-0016091,ACC-417355,2026-08-18 19:08:00,Local Services,395,82.82,0.0216,0,0,1,192.168.184,.com,None
AD-BENIGN-0052715,ACC-535247,2026-07-26 06:16:00,Local Services,372,44.48,0.0165,0,1,1,192.168.133,.org,None
AD-BENIGN-0078717,ACC-510367,2026-09-03 17:37:00,E-Commerce,20,47.0,0.1283,0,0,1,192.168.69,.co,None
AD-BENIGN-0094737,ACC-785262,2026-08-05 12:35:00,Travel,194,9.94,0.038,0,1,1,192.168.249,.net,None
AD-BENIGN-0076866,ACC-386520,2026-07-19 22:38:00,Local Services,322,11.48,0.0728,0,0,1,192.168.222,.co,None
AD-BENIGN-0093565,ACC-755096,2026-08-28 07:14:00,Local Services,835,19.75,0.0994,0,0,1,192.168.19,.com,None
AD-BENIGN-0029045,ACC-373606,2026-07-27 12:33:00,Local Services,246,17.66,0.0505,0,0,1,192.168.235,.io,None
AD-BENIGN-0016597,ACC-468985,2026-08-23 14:24:00,Travel,835,67.73,0.0652,0,0,1,192.168.153,.org,None
AD-BENIGN-0016667,ACC-122790,2026-08-08 15:12:00,E-Commerce,43,73.78,0.0111,0,0,1,192.168.235,.io,None
AD-BENIGN-0016658,ACC-513805,2026-07-23 08:23:00,E-Commerce,260,238.99,0.0138,0,0,1,192.168.103,.net,None
AD-BENIGN-0079491,ACC-470018,2026-07-25 09:12:00,Local Services,132,10.61,0.0421,2,0,1,192.168.158,.org,None
AD-BENIGN-0042295,ACC-316491,2026-08-07 02:28:00,Travel,667,44.93,0.0835,0,1,1,192.168.181,.org,None
AD-BENIGN-0016151,ACC-455366,2026-07-12 15:44:00,E-Commerce,416,37.77,0.0464,1,0,1,192.168.48,.io,None
AD-BENIGN-0032400,ACC-929642,2026-07-08 00:04:00,Travel,69,13.68,0.0486,0,0,1,192.168.25,.net,None
AD-BENIGN-0073408,ACC-560903,2026-07-01 08:48:00,Education,426,18.08,0.0778,0,0,1,192.168.198,.co,None
AD-BENIGN-0022638,ACC-334238,2026-08-13 11:12:00,SaaS,100,10.11,0.0434,0,0,1,192.168.109,.com,None
AD-BENIGN-0016620,ACC-103447,2026-07-14 23:27:00,Education,450,54.6,0.052,0,0,1,192.168.185,.io,None
AD-BENIGN-0081567,ACC-651339,2026-08-25 12:12:00,Education,1112,85.22,0.0835,0,0,1,192.168.119,.net,None
AD-FRAUD-0001199,ACC-GHOST-595,2026-08-10 07:36:00,Financial Services,4,1592.07,0.1501,5,1,0,10.104.13,.live,Misrepresentation: Financial Scam
AD-BENIGN-0069386,ACC-590480,2026-09-04 11:11:00,E-Commerce,153,17.27,0.0815,0,0,1,192.168.163,.com,None
AD-BENIGN-0030233,ACC-841312,2026-07-10 14:24:00,Education,1272,30.27,0.0106,0,0,1,192.168.197,.io,None
AD-BENIGN-0010314,ACC-888582,2026-08-11 05:00:00,Local Services,778,7.02,0.0224,0,0,1,192.168.189,.org,None
AD-BENIGN-0037942,ACC-251464,2026-08-27 16:56:00,Local Services,121,43.75,0.0096,0,1,1,192.168.39,.com,None
AD-BENIGN-0035147,ACC-986385,2026-07-26 04:12:00,E-Commerce,343,6.55,0.0535,0,0,1,192.168.237,.co,None
AD-BENIGN-0031077,ACC-822638,2026-07-25 20:45:00,E-Commerce,644,493.8,0.0357,0,0,1,192.168.71,.co,None
AD-BENIGN-0086081,ACC-242638,2026-07-25 00:16:00,Local Services,1008,39.11,0.045,0,0,1,192.168.229,.co,None
AD-BENIGN-0079585,ACC-545705,2026-08-09 00:41:00,SaaS,58,14.41,0.0785,0,0,1,192.168.42,.org,None
AD-BENIGN-0095486,ACC-477375,2026-09-05 21:51:00,SaaS,475,126.26,0.0486,0,1,1,192.168.223,.net,None
AD-BENIGN-0023991,ACC-533303,2026-07-05 18:33:00,Travel,490,102.01,0.0178,0,0,1,192.168.48,.co,None
AD-BENIGN-0069020,ACC-737213,2026-07-09 04:29:00,Travel,354,110.35,0.065,0,1,1,192.168.1,.com,None
AD-BENIGN-0053144,ACC-766451,2026-07-01 12:22:00,Education,36,26.91,0.0748,0,0,1,192.168.184,.org,None
AD-BENIGN-0050058,ACC-688197,2026-07-25 18:08:00,Education,115,21.06,0.0067,0,0,1,192.168.140,.io,None
AD-BENIGN-0013639,ACC-765916,2026-08-17 20:17:00,Education,110,5.91,0.1215,0,0,1,192.168.59,.com,None
AD-BENIGN-0066561,ACC-881763,2026-07-07 10:40:00,E-Commerce,402,18.65,0.0303,0,1,1,192.168.169,.co,None
AD-BENIGN-0088301,ACC-934048,2026-07-14 17:50:00,Local Services,698,63.63,0.0593,0,0,1,192.168.216,.net,None
AD-BENIGN-0094335,ACC-662896,2026-07-07 05:54:00,SaaS,29,8.62,0.0236,0,0,1,192.168.192,.co,None
AD-BENIGN-0096988,ACC-632374,2026-07-01 01:28:00,SaaS,975,13.21,0.0469,0,1,1,192.168.97,.net,None
AD-BENIGN-0049042,ACC-805259,2026-07-23 19:31:00,SaaS,286,6.47,0.0336,0,1,0,192.168.193,.io,None
AD-BENIGN-0026397,ACC-583336,2026-07-16 02:34:00,E-Commerce,1306,79.47,0.0367,0,0,0,192.168.34,.org,None
AD-BENIGN-0040664,ACC-571645,2026-08-29 05:16:00,E-Commerce,491,56.53,0.0131,0,0,1,192.168.215,.net,None
AD-FRAUD-0001232,ACC-GHOST-696,2026-08-27 11:05:00,Financial Services,3,1760.9,0.2072,4,1,0,10.104.12,.live,Misrepresentation: Financial Scam
AD-BENIGN-0022279,ACC-275974,2026-07-26 21:41:00,SaaS,134,9.68,0.0829,0,0,1,192.168.103,.co,None
AD-BENIGN-0055737,ACC-299177,2026-08-15 18:06:00,Travel,35,53.96,0.0498,0,0,1,192.168.232,.org,None
AD-BENIGN-0089958,ACC-332439,2026-09-02 08:02:00,Education,107,20.57,0.0328,0,1,1,192.168.97,.com,None
